mark,time
2,1240139292.0
2,1240139162.0
2,1240139034.0
2,1240138822.0
2,1240138687.0
2,1240138509.0
2,1240138334.0
2,1240138094.0
2,1240137954.0
2,1240137769.0
2,1240137624.0
2,1240137390.0
2,1240137138.0
2,1240136997.0
2,1240136740.0
2,1240068569.0
2,1240068374.0
2,1240051538.0
2,1240051241.0
2,1240040784.0
2,1240040505.0
2,1240040291.0
2,1240040083.0
2,1240039852.0
2,1240039699.0
2,1240039479.0
2,1240002950.0
2,1240002708.0
2,1240002523.0
2,1240002355.0
2,1240002145.0
2,1240000193.0
2,1240000080.0
2,1239999885.0
2,1239999667.0
2,1239999394.0
2,1239999209.0
2,1239998967.0
2,1239998729.0
2,1239998480.0
2,1239905510.0
2,1239905273.0
2,1239904908.0
2,1239904667.0
2,1239904511.0
2,1239903211.0
2,1239864697.0
2,1239864413.0
2,1239864038.0
2,1239863907.0
2,1239863670.0
2,1239863304.0
2,1239863063.0
2,1239862908.0
2,1239862748.0
2,1239818871.0
2,1239818637.0
2,1239818444.0
2,1239818257.0
2,1239818057.0
2,1239817889.0
2,1239817674.0
2,1239778641.0
2,1239778471.0
2,1239778290.0
2,1239778118.0
2,1239692577.0
2,1239692349.0
2,1239692045.0
2,1239691791.0
2,1239691554.0
2,1239691298.0
2,1239690997.0
2,1239690756.0
2,1239616079.0
2,1239615899.0
2,1239615559.0
2,1239615125.0
2,1239614822.0
2,1239614632.0
2,1239614341.0
2,1239613955.0
2,1239613774.0
2,1239613473.0
2,1239613244.0
2,1239613040.0
2,1239612834.0
2,1239612596.0
2,1239612248.0
2,1239612031.0
2,1239611709.0
2,1239611448.0
2,1239611174.0
2,1239610889.0
2,1239610669.0
2,1239610383.0
2,1239610217.0
2,1239558735.0
2,1239442933.0
2,1239442738.0
2,1239442519.0
2,1239442245.0
2,1239442059.0
2,1239297326.0
2,1239297088.0
2,1239202255.0
2,1239202026.0
2,1239201817.0
2,1239201515.0
2,1239201253.0
2,1239201026.0
2,1239200988.0
2,1239200708.0
2,1239200409.0
2,1239200114.0
2,1239199878.0
2,1239199625.0
2,1239199367.0
2,1239199069.0
2,1239198842.0
2,1239198539.0
2,1239198355.0
2,1239198119.0
2,1239197954.0
2,1239197567.0
2,1239197214.0
2,1239196835.0
2,1239196585.0
2,1239196272.0
2,1239196063.0
2,1239195774.0
2,1239195514.0
2,1239195260.0
2,1239195006.0
2,1239194753.0
2,1239194458.0
2,1239194177.0
2,1239194007.0
2,1239193783.0
2,1239193648.0
2,1239193410.0
2,1239193292.0
2,1239193114.0
2,1239192932.0
2,1239192781.0
2,1239192638.0
2,1239192468.0
2,1239192244.0
2,1239185752.0
2,1239185525.0
2,1239185315.0
2,1239185085.0
2,1239184895.0
2,1239184694.0
2,1239184537.0
2,1239184240.0
2,1239183987.0
2,1239183686.0
2,1239183508.0
2,1239183284.0
2,1239183024.0
2,1239182776.0
2,1239182534.0
2,1239182269.0
2,1239181968.0
2,1239181678.0
2,1239181390.0
2,1239181221.0
2,1239126794.0
2,1239126493.0
2,1239126370.0
2,1239126111.0
2,1239125901.0
2,1239114516.0
2,1239114310.0
2,1239114175.0
2,1239113932.0
2,1239113656.0
2,1239113468.0
2,1239113327.0
2,1239113055.0
2,1239112784.0
2,1239112342.0
2,1239112048.0
2,1239087547.0
2,1239087409.0
2,1239087154.0
2,1239086824.0
2,1239086628.0
2,1239042519.0
2,1239042326.0
2,1239042027.0
2,1239041854.0
2,1239041571.0
2,1239041195.0
2,1239041064.0
2,1239040827.0
2,1239040462.0
2,1239040220.0
2,1239040065.0
2,1239039905.0
2,1239039655.0
2,1239039469.0
2,1239039305.0
2,1239039087.0
2,1239010986.0
2,1239010882.0
2,1239010735.0
2,1239010450.0
2,1239010285.0
2,1239010098.0
2,1239009859.0
2,1239009634.0
2,1239009435.0
2,1239009160.0
2,1239008866.0
2,1239008644.0
2,1239008479.0
2,1239008302.0
2,1239008142.0
2,1239007935.0
2,1239007759.0
2,1238933006.0
2,1238932797.0
2,1238932537.0
2,1238932333.0
2,1238932011.0
2,1238931784.0
2,1238931480.0
2,1238931226.0
2,1238930989.0
2,1238930733.0
2,1238930432.0
2,1238930190.0
2,1238928627.0
2,1238928467.0
2,1238928261.0
2,1238928084.0
2,1238927867.0
2,1238927688.0
2,1238927490.0
2,1238927321.0
2,1238927130.0
2,1238926928.0
2,1238926757.0
2,1238926577.0
2,1238926404.0
2,1238884255.0
2,1238884075.0
2,1238883903.0
2,1238883730.0
2,1238883577.0
2,1238883419.0
2,1238883150.0
2,1238882923.0
2,1238882794.0
2,1238882598.0
2,1238882306.0
2,1238882080.0
2,1238880484.0
2,1238880298.0
2,1238874566.0
2,1238874447.0
2,1238874244.0
2,1238874014.0
2,1238873853.0
2,1238783141.0
2,1238782941.0
2,1238782530.0
2,1238782296.0
2,1238782132.0
2,1238781990.0
2,1238781768.0
2,1238781581.0
2,1238781367.0
2,1238693705.0
2,1238693456.0
2,1238693283.0
2,1238693075.0
2,1238692551.0
2,1238692364.0
2,1238692205.0
2,1238691979.0
2,1238691798.0
2,1238691685.0
2,1238691483.0
2,1238691316.0
2,1238691081.0
2,1238690852.0
2,1238690749.0
2,1238690519.0
2,1238690270.0
2,1238690027.0
2,1238689840.0
2,1238689560.0
2,1238686099.0
2,1238685856.0
2,1238685656.0
2,1238685428.0
2,1238685075.0
2,1238684846.0
2,1238684606.0
2,1238684388.0
2,1238684101.0
2,1238683938.0
2,1238683701.0
2,1238683398.0
2,1238683169.0
2,1238682919.0
2,1238682657.0
2,1238625797.0
2,1238625546.0
2,1238625317.0
2,1238624860.0
2,1238624736.0
2,1238624489.0
2,1238624337.0
2,1238612671.0
2,1238612500.0
2,1238612261.0
2,1238612015.0
2,1238611835.0
2,1238578456.0
2,1238578201.0
2,1238577871.0
2,1238577675.0
2,1238521169.0
2,1238520976.0
2,1238520629.0
2,1238520187.0
2,1238519993.0
2,1238519621.0
2,1238519331.0
2,1238519097.0
2,1238519010.0
2,1238518923.0
2,1238518574.0
2,1238518226.0
2,1238518147.0
2,1238517854.0
2,1238517562.0
2,1238517270.0
2,1238517039.0
2,1238516926.0
2,1238516860.0
2,1238516635.0
2,1238516449.0
2,1238516262.0
2,1238516195.0
2,1238516012.0
2,1238515818.0
2,1238515629.0
2,1238515449.0
2,1238515254.0
2,1238515059.0
2,1238484142.0
2,1238483951.0
2,1238483747.0
2,1238483415.0
2,1238483189.0
2,1238483024.0
2,1238482846.0
2,1238482605.0
2,1238482448.0
2,1238482265.0
2,1238482096.0
2,1238481893.0
2,1238439602.0
2,1238439244.0
2,1238435063.0
2,1238434652.0
2,1238434415.0
2,1238434179.0
2,1238351197.0
2,1238350775.0
2,1238350578.0
2,1238350376.0
2,1238350159.0
2,1238323445.0
2,1238323218.0
2,1238323002.0
2,1238322851.0
2,1238322787.0
2,1238322576.0
2,1238322387.0
2,1238322176.0
2,1238276537.0
2,1238276376.0
2,1238276090.0
2,1238275923.0
2,1238275811.0
2,1238275578.0
2,1238275445.0
2,1238275194.0
2,1238274582.0
2,1238274415.0
2,1238274247.0
2,1238273998.0
2,1238273848.0
2,1238273057.0
2,1238272851.0
2,1238239924.0
2,1238239752.0
2,1238059018.0
2,1238058543.0
2,1238058311.0
2,1238058099.0
2,1238057937.0
2,1238057800.0
2,1238057470.0
2,1238057275.0
2,1237998960.0
2,1237998717.0
2,1237998498.0
2,1237998318.0
2,1237998101.0
2,1237997856.0
2,1237997619.0
2,1237995945.0
2,1237995725.0
2,1237995484.0
2,1237995280.0
2,1237995154.0
2,1237994972.0
2,1237994681.0
2,1237994393.0
2,1237994177.0
2,1237993931.0
2,1237993714.0
2,1237993407.0
2,1237993165.0
2,1237992961.0
2,1237992717.0
2,1237992519.0
2,1237992349.0
2,1237992067.0
2,1237991663.0
2,1237991455.0
2,1237991145.0
2,1237990878.0
2,1237990620.0
2,1237990396.0
2,1237990162.0
2,1237990020.0
2,1237989733.0
2,1237989440.0
2,1237989146.0
2,1237988864.0
2,1237988652.0
2,1237988405.0
2,1237988217.0
2,1237988051.0
2,1237987780.0
2,1237987586.0
2,1237987409.0
2,1237987168.0
2,1237986859.0
2,1237986675.0
2,1237986415.0
2,1237986035.0
2,1237985695.0
2,1237985433.0
2,1237985125.0
2,1237984760.0
2,1237984510.0
2,1237837645.0
2,1237837396.0
2,1237837183.0
2,1237836960.0
2,1237836698.0
2,1237836567.0
2,1237836330.0
2,1237836102.0
2,1237835898.0
2,1237835691.0
2,1237835485.0
2,1237835182.0
2,1237834888.0
2,1237834520.0
2,1237834382.0
2,1237834126.0
2,1237833797.0
2,1237833601.0
2,1237822269.0
2,1237822113.0
2,1237821869.0
2,1237821632.0
2,1237821409.0
2,1237821111.0
2,1237820882.0
2,1237820814.0
2,1237820634.0
2,1237820391.0
2,1237820198.0
2,1237820013.0
2,1237819708.0
2,1237819486.0
2,1237819354.0
2,1237819160.0
2,1237818905.0
2,1237818702.0
2,1237818438.0
2,1237763962.0
2,1237648198.0
2,1237647901.0
2,1237647653.0
2,1237647411.0
2,1237647204.0
2,1237647034.0
2,1237646826.0
2,1237646607.0
2,1237646396.0
2,1237646186.0
2,1237645979.0
2,1237645809.0
2,1237645601.0
2,1237645382.0
2,1237643735.0
2,1237643605.0
2,1237637685.0
2,1237637490.0
2,1237637274.0
2,1237637104.0
2,1237636847.0
2,1237636405.0
2,1237636227.0
2,1237635969.0
2,1237635667.0
2,1237635372.0
2,1237635004.0
2,1237634866.0
2,1237634610.0
2,1237634280.0
2,1237634085.0
2,1237574824.0
2,1237574682.0
2,1237574458.0
2,1237574265.0
2,1237573983.0
2,1237573564.0
2,1237573426.0
2,1237573171.0
2,1237572841.0
2,1237572646.0
2,1237572430.0
2,1237572260.0
2,1237571958.0
2,1237571664.0
2,1237571295.0
2,1237571157.0
2,1237570902.0
2,1237570568.0
2,1237570388.0
2,1237570227.0
2,1237235795.0
2,1237235520.0
2,1237235234.0
2,1237234925.0
2,1237234641.0
2,1237234363.0
2,1237234051.0
2,1237233804.0
2,1237233664.0
2,1237233397.0
2,1237233127.0
2,1237232907.0
2,1237232639.0
2,1237232368.0
2,1237231927.0
2,1237231634.0
2,1237231446.0
2,1237231307.0
2,1237231040.0
2,1237230770.0
2,1237230550.0
2,1237230281.0
2,1237230011.0
2,1237229569.0
2,1237229277.0
2,1237149420.0
2,1237149167.0
2,1237130043.0
2,1237068847.0
2,1237068585.0
2,1236981569.0
2,1236981382.0
2,1236981179.0
2,1236981040.0
2,1236980773.0
2,1236980502.0
2,1236980283.0
2,1236979996.0
2,1236979555.0
2,1236979262.0
2,1236979105.0
2,1236979033.0
2,1236978843.0
2,1236976205.0
2,1236976040.0
2,1236975874.0
2,1236975619.0
2,1236975364.0
2,1236975158.0
2,1236974952.0
2,1236974699.0
2,1236974405.0
2,1236974183.0
2,1236973895.0
2,1236973708.0
2,1236973408.0
2,1236973196.0
2,1236972981.0
2,1236972854.0
2,1236972659.0
2,1236972421.0
2,1236972176.0
2,1236972030.0
2,1236971732.0
2,1236970783.0
2,1236970551.0
2,1236970333.0
2,1236970082.0
2,1236969934.0
2,1236969685.0
2,1236969448.0
2,1236969206.0
2,1236969020.0
2,1236944033.0
2,1236943815.0
2,1236943541.0
2,1236938879.0
2,1236938755.0
2,1236938330.0
2,1236895187.0
2,1236894916.0
2,1236894475.0
2,1236889598.0
2,1236882007.0
2,1236881565.0
2,1236881273.0
2,1236881085.0
2,1236880945.0
2,1236876768.0
2,1236876336.0
2,1236876050.0
2,1236874679.0
2,1236870187.0
2,1236870002.0
2,1236869760.0
2,1236869523.0
2,1236869274.0
2,1236864605.0
2,1236864360.0
2,1236864102.0
2,1236863877.0
2,1236863568.0
2,1236863135.0
2,1236805925.0
2,1236805644.0
2,1236801597.0
2,1236801451.0
2,1236801132.0
2,1236800861.0
2,1236787967.0
2,1236782224.0
2,1236781858.0
2,1236781636.0
2,1236781347.0
2,1236781115.0
2,1236780904.0
2,1236780604.0
2,1236780481.0
2,1236780223.0
2,1236780014.0
2,1236779775.0
2,1236779500.0
2,1236779208.0
2,1236779017.0
2,1236778789.0
2,1236778581.0
2,1236778280.0
2,1236778018.0
2,1236777791.0
2,1236777754.0
2,1236777474.0
2,1236777176.0
2,1236776882.0
2,1236776646.0
2,1236776394.0
2,1236776261.0
2,1236775961.0
2,1236775838.0
2,1236775579.0
2,1236775370.0
2,1236775054.0
2,1236774687.0
2,1236774465.0
2,1236774176.0
2,1236773944.0
2,1236773733.0
2,1236773434.0
2,1236773310.0
2,1236773052.0
2,1236772843.0
2,1236772604.0
2,1236772329.0
2,1236772067.0
2,1236771762.0
2,1236771478.0
2,1236771261.0
2,1236765304.0
2,1236765111.0
2,1236764826.0
2,1236715582.0
2,1236715343.0
2,1236715131.0
2,1236714882.0
2,1236714577.0
2,1236714359.0
2,1236714064.0
2,1236713761.0
2,1236713612.0
2,1236713392.0
2,1236713151.0
2,1236712852.0
2,1236712503.0
2,1236712227.0
2,1236711941.0
2,1236711632.0
2,1236711348.0
2,1236711070.0
2,1236710759.0
2,1236710518.0
2,1236639505.0
2,1236639310.0
2,1236639094.0
2,1236638842.0
2,1236638625.0
2,1236593475.0
2,1236549641.0
2,1236548398.0
2,1236548190.0
2,1236548017.0
2,1236547789.0
2,1236547593.0
2,1236547452.0
2,1236547274.0
2,1236547124.0
2,1236546967.0
2,1236546702.0
2,1236546485.0
2,1236546262.0
2,1236546047.0
2,1236545897.0
2,1236545721.0
2,1236545580.0
2,1236545394.0
2,1236545235.0
2,1236545018.0
2,1236544842.0
2,1236544701.0
2,1236544618.0
2,1236544510.0
2,1236544329.0
2,1236544132.0
2,1236544003.0
2,1236543794.0
2,1236543615.0
2,1236543523.0
2,1236543265.0
2,1236543095.0
2,1236542895.0
2,1236542736.0
2,1236542524.0
2,1236542320.0
2,1236542105.0
2,1236541856.0
2,1236541757.0
2,1236541579.0
2,1236541443.0
2,1236541344.0
2,1236541150.0
2,1236540850.0
2,1236540652.0
2,1236540475.0
2,1236540260.0
2,1236540014.0
2,1236539835.0
2,1236539685.0
2,1236539473.0
2,1236539230.0
2,1236539027.0
2,1236538766.0
2,1236538720.0
2,1236538297.0
2,1236538064.0
2,1236538029.0
2,1236537989.0
2,1236537680.0
2,1236537357.0
2,1236537207.0
2,1236536831.0
2,1236536731.0
2,1236536377.0
2,1236536013.0
2,1236535824.0
2,1236535777.0
2,1236535452.0
2,1236535253.0
2,1236534848.0
2,1236534713.0
2,1236534585.0
2,1236534390.0
2,1236534169.0
2,1236533743.0
2,1236533619.0
2,1236533056.0
2,1236532675.0
2,1236532504.0
2,1236532426.0
2,1236532144.0
2,1236531644.0
2,1236531438.0
2,1236531300.0
2,1236531097.0
2,1236530931.0
2,1236530695.0
2,1236530422.0
2,1236530198.0
2,1236529866.0
2,1236529565.0
2,1236529347.0
2,1236526491.0
2,1236526251.0
2,1236523431.0
2,1236456553.0
2,1236455260.0
2,1236455057.0
2,1236454959.0
2,1236454674.0
2,1236454590.0
2,1236454223.0
2,1236454089.0
2,1236453885.0
2,1236453628.0
2,1236453433.0
2,1236453260.0
2,1236453064.0
2,1236452784.0
2,1236452674.0
2,1236452521.0
2,1236452261.0
2,1236452067.0
2,1236451914.0
2,1236451746.0
2,1236451475.0
2,1236451272.0
2,1236451074.0
2,1236450833.0
2,1236450645.0
2,1236450443.0
2,1236450233.0
2,1236450004.0
2,1236449947.0
2,1236449697.0
2,1236449510.0
2,1236449393.0
2,1236449178.0
2,1236449005.0
2,1236448823.0
2,1236448640.0
2,1236448343.0
2,1236447223.0
2,1236447030.0
2,1236446639.0
2,1236446419.0
2,1236446140.0
2,1236445882.0
2,1236445689.0
2,1236445411.0
2,1236445162.0
2,1236425432.0
2,1236425251.0
2,1236425086.0
2,1236424906.0
2,1236424663.0
2,1236424421.0
2,1236424274.0
2,1236424133.0
2,1236424015.0
2,1236423826.0
2,1236423673.0
2,1236423561.0
2,1236423388.0
2,1236423205.0
2,1236423046.0
2,1236422853.0
2,1236206513.0
2,1236206184.0
2,1236205991.0
2,1236205882.0
2,1236205678.0
2,1236205382.0
2,1236205222.0
2,1236205013.0
2,1236204762.0
2,1236204465.0
2,1236204352.0
2,1236204202.0
2,1236204044.0
2,1236203780.0
2,1236203563.0
2,1236203247.0
2,1236203101.0
2,1236202855.0
2,1236202617.0
2,1236202423.0
2,1236202296.0
2,1236202080.0
2,1236201869.0
2,1236201569.0
2,1236201381.0
2,1236201094.0
2,1236200934.0
2,1236200541.0
2,1236200262.0
2,1236200048.0
2,1236199841.0
2,1236199610.0
2,1236199521.0
2,1236199262.0
2,1236199040.0
2,1236198788.0
2,1236114676.0
2,1236114476.0
2,1236114270.0
2,1236114186.0
2,1236114069.0
2,1236113927.0
2,1236113769.0
2,1236113505.0
2,1236113224.0
2,1236077658.0
2,1236077402.0
2,1236077157.0
2,1236076863.0
2,1236069617.0
2,1236069422.0
2,1236069281.0
2,1236069102.0
2,1236068953.0
2,1236068795.0
2,1236068531.0
2,1236068317.0
2,1236068049.0
2,1236022476.0
2,1236022187.0
2,1236021900.0
2,1236007620.0
2,1236007506.0
2,1236007321.0
2,1236007068.0
2,1236006834.0
2,1236006603.0
2,1236006386.0
2,1236006261.0
2,1236006097.0
2,1236005829.0
2,1236005636.0
2,1236005458.0
2,1236005248.0
2,1236004751.0
2,1236004567.0
2,1236004528.0
2,1236004460.0
2,1236004370.0
2,1236004225.0
2,1236004129.0
2,1236003911.0
2,1236003694.0
2,1236002973.0
2,1236002559.0
2,1236002276.0
2,1236002041.0
2,1236001747.0
2,1236001396.0
2,1236001147.0
2,1236000586.0
2,1236000475.0
2,1236000117.0
2,1235999782.0
2,1235999509.0
2,1235999132.0
2,1235998918.0
2,1235998499.0
2,1235998243.0
2,1235997854.0
2,1235997611.0
2,1235997286.0
2,1235997032.0
2,1235996732.0
2,1235996400.0
2,1235996070.0
2,1235995815.0
2,1235995611.0
2,1235995385.0
2,1235995216.0
2,1235994952.0
2,1235994650.0
2,1235994416.0
2,1235994115.0
2,1235993892.0
2,1235993545.0
2,1235989922.0
2,1235989746.0
2,1235989469.0
2,1235989194.0
2,1235988906.0
2,1235988423.0
2,1235988135.0
2,1235987959.0
2,1235987689.0
2,1235987568.0
2,1235987280.0
2,1235951844.0
2,1235951643.0
2,1235951433.0
2,1235951151.0
2,1235950871.0
2,1235950672.0
2,1235950334.0
2,1235950174.0
2,1235949962.0
2,1235949816.0
2,1235949667.0
2,1235949503.0
2,1235949328.0
2,1235949138.0
2,1235948941.0
2,1235948775.0
2,1235948587.0
2,1235948411.0
2,1235947900.0
2,1235947751.0
2,1235947582.0
2,1235947335.0
2,1235946974.0
2,1235946692.0
2,1235946417.0
2,1235946122.0
2,1235945853.0
2,1235945745.0
2,1235945491.0
2,1235945285.0
2,1235932918.0
2,1235932629.0
2,1235932406.0
2,1235932073.0
2,1235931766.0
2,1235931591.0
2,1235931313.0
2,1235931038.0
2,1235930750.0
2,1235930267.0
2,1235929979.0
2,1235929803.0
2,1235929534.0
2,1235929413.0
2,1235929124.0
2,1235859597.0
2,1235859338.0
2,1235859091.0
2,1235858873.0
2,1235858636.0
2,1235858338.0
2,1235821600.0
2,1235821426.0
2,1235821242.0
2,1235821022.0
2,1235820842.0
2,1235820653.0
2,1235820500.0
2,1235820388.0
2,1235820216.0
2,1235820032.0
2,1235819874.0
2,1235819680.0
2,1235775184.0
2,1235775105.0
2,1235774994.0
2,1235774926.0
2,1235774836.0
2,1235774691.0
2,1235774594.0
2,1235772693.0
2,1235772482.0
2,1235772311.0
2,1235772095.0
2,1235771844.0
2,1235771630.0
2,1235771417.0
2,1235771146.0
2,1235770988.0
2,1235770841.0
2,1235770647.0
2,1235770430.0
2,1235770189.0
2,1235770019.0
2,1235769779.0
2,1235769534.0
2,1235769354.0
2,1235769192.0
2,1235768977.0
2,1235768838.0
2,1235768634.0
2,1235768490.0
2,1235768291.0
2,1235768161.0
2,1235768033.0
2,1235767820.0
2,1235767686.0
2,1235767505.0
2,1235767320.0
2,1235767079.0
2,1235766938.0
2,1235766753.0
2,1235766607.0
2,1235766373.0
2,1235765943.0
2,1235765681.0
2,1235765505.0
2,1235765266.0
2,1235765136.0
2,1235764950.0
2,1235764693.0
2,1235764406.0
2,1235764142.0
2,1235763892.0
2,1235763842.0
2,1235763714.0
2,1235763412.0
2,1235763209.0
2,1235762996.0
2,1235762717.0
2,1235762529.0
2,1235762295.0
2,1235762090.0
2,1235761828.0
2,1235761582.0
2,1235761386.0
2,1235761147.0
2,1235760879.0
2,1235760603.0
2,1235760416.0
2,1235760216.0
2,1235760057.0
2,1235759846.0
2,1235759632.0
2,1235759418.0
2,1235759169.0
2,1235759069.0
2,1235758891.0
2,1235758756.0
2,1235758657.0
2,1235758462.0
2,1235758163.0
2,1235757965.0
2,1235757788.0
2,1235757572.0
2,1235757326.0
2,1235757147.0
2,1235756997.0
2,1235756784.0
2,1235756584.0
2,1235756393.0
2,1235756169.0
2,1235755908.0
2,1235755592.0
2,1235755388.0
2,1235755069.0
2,1235754896.0
2,1235754667.0
2,1235754472.0
2,1235754331.0
2,1235754152.0
2,1235754003.0
2,1235753845.0
2,1235753581.0
2,1235753364.0
2,1235730159.0
2,1235729973.0
2,1235729813.0
2,1235729597.0
2,1235729421.0
2,1235729280.0
2,1235729197.0
2,1235729089.0
2,1235728908.0
2,1235728711.0
2,1235728582.0
2,1235728373.0
2,1235728193.0
2,1235728101.0
2,1235727910.0
2,1235727723.0
2,1235727564.0
2,1235727347.0
2,1235727171.0
2,1235726951.0
2,1235726632.0
2,1235726428.0
2,1235726132.0
2,1235725816.0
2,1235725568.0
2,1235725285.0
2,1235602002.0
2,1235601771.0
2,1235601553.0
2,1235601094.0
2,1235575020.0
2,1235574606.0
2,1235574377.0
2,1235574137.0
2,1235573918.0
2,1235573632.0
2,1235573469.0
2,1235573231.0
2,1235572929.0
2,1235572700.0
2,1235572450.0
2,1235572187.0
2,1235571876.0
2,1235571718.0
2,1235571571.0
2,1235571377.0
2,1235571161.0
2,1235570919.0
2,1235570749.0
2,1235570510.0
2,1235570264.0
2,1235570084.0
2,1235569923.0
2,1235569707.0
2,1235569568.0
2,1235569364.0
2,1235569220.0
2,1235569021.0
2,1235568891.0
2,1235568763.0
2,1235568551.0
2,1235568416.0
2,1235568238.0
2,1235568063.0
2,1235567823.0
2,1235567683.0
2,1235567498.0
2,1235567353.0
2,1235567119.0
2,1235566990.0
2,1235566803.0
2,1235566620.0
2,1235566460.0
2,1235565910.0
2,1235565609.0
2,1235565257.0
2,1235564916.0
2,1235564669.0
2,1235564315.0
2,1235563945.0
2,1235563545.0
2,1235563284.0
2,1235472645.0
2,1235472462.0
2,1235472209.0
2,1235472095.0
2,1235471938.0
2,1235471753.0
2,1235471451.0
2,1235471175.0
2,1235470837.0
2,1235470629.0
2,1235470391.0
2,1235470185.0
2,1235469955.0
2,1235469679.0
2,1235469433.0
2,1235469220.0
2,1235468601.0
2,1235411662.0
2,1235411471.0
2,1235411296.0
2,1235411116.0
2,1235410915.0
2,1235410745.0
2,1235410576.0
2,1235410352.0
2,1235410135.0
2,1235410004.0
2,1235409827.0
2,1235409614.0
2,1235409384.0
2,1235409195.0
2,1235409035.0
2,1235408634.0
2,1235408444.0
2,1235408215.0
2,1235408021.0
2,1235407708.0
2,1235407468.0
2,1235407238.0
2,1235406988.0
2,1235406715.0
2,1235406441.0
2,1235406206.0
2,1235406032.0
2,1235405850.0
2,1235405644.0
2,1235405414.0
2,1235405275.0
2,1235405101.0
2,1235404968.0
2,1235404813.0
2,1235404548.0
2,1235404250.0
2,1235404021.0
2,1235403733.0
2,1235403510.0
2,1235403177.0
2,1235402870.0
2,1235402694.0
2,1235402417.0
2,1235402142.0
2,1235401854.0
2,1235401371.0
2,1235401083.0
2,1235400907.0
2,1235400637.0
2,1235400516.0
2,1235400228.0
2,1235400019.0
2,1235399827.0
2,1235399653.0
2,1235399419.0
2,1235399191.0
2,1235399070.0
2,1235398780.0
2,1235398443.0
2,1235398211.0
2,1235397981.0
2,1235397824.0
2,1235397590.0
2,1235397393.0
2,1235397110.0
2,1235396903.0
2,1235396677.0
2,1235396491.0
2,1235396303.0
2,1235396159.0
2,1235395858.0
2,1235395804.0
2,1235395615.0
2,1235395398.0
2,1235395248.0
2,1235395030.0
2,1235394671.0
2,1235394355.0
2,1235394013.0
2,1235393689.0
2,1235390022.0
2,1235389938.0
2,1235389832.0
2,1235389777.0
2,1235389608.0
2,1235389430.0
2,1235389285.0
2,1235389105.0
2,1235388970.0
2,1235388831.0
2,1235388718.0
2,1235388599.0
2,1235388487.0
2,1235388287.0
2,1235387904.0
2,1235387663.0
2,1235387381.0
2,1235246910.0
2,1235246749.0
2,1235243934.0
2,1235243722.0
2,1235243593.0
2,1235243264.0
2,1235242972.0
2,1235239629.0
2,1235239393.0
2,1235225522.0
2,1235145356.0
2,1235145050.0
2,1235144798.0
2,1235079017.0
2,1235078722.0
2,1235078497.0
2,1235078200.0
2,1235078112.0
2,1235077959.0
2,1235077744.0
2,1235077556.0
2,1235077433.0
2,1235077272.0
2,1234963193.0
2,1234962918.0
2,1234962704.0
2,1234962438.0
2,1234962093.0
2,1234961803.0
2,1234898140.0
2,1234897885.0
2,1234897651.0
2,1234897414.0
2,1234897163.0
2,1234893739.0
2,1234818397.0
2,1234818241.0
2,1234818058.0
2,1234817888.0
2,1234817686.0
2,1234791988.0
2,1234791883.0
2,1234788890.0
2,1234788692.0
2,1234788412.0
2,1234788183.0
2,1234787999.0
2,1234787830.0
2,1234787585.0
2,1234787460.0
2,1234787208.0
2,1234787006.0
2,1234786790.0
2,1234786587.0
2,1234786382.0
2,1234786128.0
2,1234785911.0
2,1234785671.0
2,1234785477.0
2,1234785240.0
2,1234785016.0
2,1234784817.0
2,1234782832.0
2,1234782606.0
2,1234782441.0
2,1234782263.0
2,1234782021.0
2,1234781865.0
2,1234781682.0
2,1234781512.0
2,1234781310.0
2,1234781157.0
2,1234780987.0
2,1234780785.0
2,1234780474.0
2,1234780188.0
2,1234779961.0
2,1234779796.0
2,1234779619.0
2,1234778906.0
2,1234778594.0
2,1234561389.0
2,1234561002.0
2,1234560756.0
2,1234560648.0
2,1234560339.0
2,1234560009.0
2,1234559710.0
2,1234559361.0
2,1234559085.0
2,1234558799.0
2,1234558490.0
2,1234558206.0
2,1234557928.0
2,1234557621.0
2,1234557406.0
2,1234557082.0
2,1234556930.0
2,1234556777.0
2,1234556517.0
2,1234556284.0
2,1234556073.0
2,1234555926.0
2,1234555693.0
2,1234529006.0
2,1234528815.0
2,1234528608.0
2,1234528435.0
2,1234528254.0
2,1234528128.0
2,1234526347.0
2,1234526189.0
2,1234526080.0
2,1234525945.0
2,1234525786.0
2,1234525597.0
2,1234525375.0
2,1234525218.0
2,1234525004.0
2,1234524798.0
2,1234524550.0
2,1234524265.0
2,1234524115.0
2,1234524022.0
2,1234523880.0
2,1234523737.0
2,1234523557.0
2,1234523413.0
2,1234523248.0
2,1234301192.0
2,1234300935.0
2,1234210963.0
2,1234210824.0
2,1234210693.0
2,1234210512.0
2,1234210352.0
2,1234210165.0
2,1234209982.0
2,1234209821.0
2,1234209552.0
2,1234209274.0
2,1234209041.0
2,1234208823.0
2,1234208588.0
2,1234208355.0
2,1234208088.0
2,1234207794.0
2,1234207512.0
2,1234207323.0
2,1234207121.0
2,1234206763.0
2,1234206498.0
2,1234206244.0
2,1234206009.0
2,1234205737.0
2,1234205422.0
2,1234205074.0
2,1234204803.0
2,1234204487.0
2,1234204144.0
2,1234203821.0
2,1234200868.0
2,1234200684.0
2,1234200424.0
2,1234200157.0
2,1234199846.0
2,1234199561.0
2,1234199339.0
2,1234199156.0
2,1234198933.0
